"y","x","effectSize","sampleSize","country","key","location","author","crop","intercrops","duration","climate","soil"
38.53,-121.78,0.28,"3","United States",9,"Reported","10.1098/rspb.2014.1396","tomato",NA,"less than 1 year","Warm Temperate and Xeric","Luvisols"
38.53,-121.78,-0.451,"3","United States",9,"Reported","10.1098/rspb.2014.1396","maize",NA,"less than 1 year","Warm Temperate and Xeric","Luvisols"
38.53,-121.78,-0.251,"3","United States",9,"Reported","10.1098/rspb.2014.1396","tomato",NA,"less than 1 year","Warm Temperate and Xeric","Luvisols"
38.53,-121.78,1.824,"3","United States",9,"Reported","10.1098/rspb.2014.1396","tomato",NA,"less than 1 year","Warm Temperate and Xeric","Luvisols"
39.03,-76.88,-0.59,"4","United States",9,"Reported","10.1098/rspb.2014.1396","maize",NA,"less than 1 year","Warm Temperate and Moist","Acrisols"
39.03,-76.88,-0.214,"4","United States",9,"Reported","10.1098/rspb.2014.1396","maize",NA,"less than 1 year","Warm Temperate and Moist","Acrisols"
39.03,-76.88,-0.387,"3","United States",9,"Reported","10.1098/rspb.2014.1396","maize",NA,"less than 1 year","Warm Temperate and Moist","Acrisols"
39.03,-76.88,-0.438,"4","United States",9,"Reported","10.1098/rspb.2014.1396","maize",NA,"less than 1 year","Warm Temperate and Moist","Acrisols"
38,-97,-0.233,"4","United States",9,"Estimated","10.1098/rspb.2014.1396","tomato",NA,"3 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.13,"4","United States",9,"Estimated","10.1098/rspb.2014.1396","tomato",NA,"3 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.091,"4","United States",9,"Estimated","10.1098/rspb.2014.1396","maize",NA,"3 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.028,"3","United States",9,"Estimated","10.1098/rspb.2014.1396","safflower",NA,"2 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.15,"3","United States",9,"Estimated","10.1098/rspb.2014.1396","safflower",NA,"2 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.073,"4","United States",9,"Estimated","10.1098/rspb.2014.1396","maize",NA,"3 year","Warm Temperate and Moist","Kastanozems"
38,-97,0,"2","United States",9,"Estimated","10.1098/rspb.2014.1396","bean",NA,"2 year","Warm Temperate and Moist","Kastanozems"
55.6833333333333,12.0833333333333,0.13,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.06,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.31,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.12,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.17,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.02,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.13,"4","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0,"4","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.24,"8","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
38.6166666666667,102.666666666667,0.21,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.47,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
37.0833333333333,104.666666666667,0.22,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","soybean","less than 1 year","Cool Temperate and Dry","Calcisols"
37.0833333333333,104.666666666667,0.25,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","soybean","less than 1 year","Cool Temperate and Dry","Calcisols"
37.0833333333333,104.666666666667,0.13,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Dry","Calcisols"
37.0833333333333,104.666666666667,0.33,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Dry","Calcisols"
37.0833333333333,104.666666666667,0.01,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","pea","broad bean","less than 1 year","Cool Temperate and Dry","Calcisols"
55.6833333333333,12.0833333333333,0.2,"6","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.19,"24","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.04,"24","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.17,"48","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6833333333333,12.0833333333333,0.03,"48","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
38.6166666666667,102.666666666667,0.31,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.17,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
21.5166666666667,70.6,0.75,"4","India",7,"Reported","10.1016/j.fcr.2015.09.010","maize","peanut","less than 1 year","Extremely Hot and Xeric","Vertisols"
21.5166666666667,70.6,0.66,"4","India",7,"Reported","10.1016/j.fcr.2015.09.010","sorghum","peanut","less than 1 year","Extremely Hot and Xeric","Vertisols"
21.5166666666667,70.6,0.85,"4","India",7,"Reported","10.1016/j.fcr.2015.09.010","pearl millet","peanut","less than 1 year","Extremely Hot and Xeric","Vertisols"
47.2166666666667,8.66666666666667,0.03,"4","Switzerland",7,"Reported","10.1016/j.fcr.2015.09.010","leek","celery","less than 1 year","Cool Temperate and Moist","Cambisols"
47.2166666666667,8.66666666666667,0.1,"4","Switzerland",7,"Reported","10.1016/j.fcr.2015.09.010","leek","celery","less than 1 year","Cool Temperate and Moist","Cambisols"
47.2166666666667,8.66666666666667,-0.02,"4","Switzerland",7,"Reported","10.1016/j.fcr.2015.09.010","leek","celery","less than 1 year","Cool Temperate and Moist","Cambisols"
47.2166666666667,8.66666666666667,-0.03,"4","Switzerland",7,"Reported","10.1016/j.fcr.2015.09.010","leek","celery","less than 1 year","Cool Temperate and Moist","Cambisols"
47.2166666666667,8.66666666666667,-0.11,"4","Switzerland",7,"Reported","10.1016/j.fcr.2015.09.010","leek","celery","less than 1 year","Cool Temperate and Moist","Cambisols"
24.0166666666667,86.5,0.32,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.32,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.48,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.54,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.4,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.33,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.53,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.52,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.23,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.3,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.43,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.47,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.24,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.25,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.51,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.51,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.27,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.13,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.49,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.0166666666667,86.5,0.7,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","chickpea","less than 1 year","Extremely Hot and Moist","Luvisols"
47.45,0.4,0.05,"4","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,0.14,"4","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,-0.12,"4","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,0.56,"3","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,0.36,"3","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,0.43,"3","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
47.45,0.4,0.25,"3","France",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Warm Temperate and Moist","Cambisols"
32.05,118.8,0.41,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","rice","peanut","less than 1 year","Warm Temperate and Moist","Fluvisols"
32.05,118.8,0.37,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","rice","peanut","less than 1 year","Warm Temperate and Moist","Fluvisols"
38.6166666666667,102.666666666667,0.26,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.16,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,-0.07,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","wheat","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,-0.01,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","wheat","less than 1 year","Cool Temperate and Xeric","Calcisols"
9.05,38.5,0.06,"4","Ethiopia",7,"Reported","10.1016/j.fcr.2015.09.010","barley","broad bean","less than 1 year","Warm Temperate and Moist","Vertisols"
9.05,38.5,0.08,"4","Ethiopia",7,"Reported","10.1016/j.fcr.2015.09.010","barley","broad bean","less than 1 year","Warm Temperate and Moist","Vertisols"
9.05,38.5,0.23,"4","Ethiopia",7,"Reported","10.1016/j.fcr.2015.09.010","barley","broad bean","less than 1 year","Warm Temperate and Moist","Vertisols"
9.05,38.5,0.17,"4","Ethiopia",7,"Reported","10.1016/j.fcr.2015.09.010","barley","broad bean","less than 1 year","Warm Temperate and Moist","Vertisols"
9.05,38.5,0.21,"4","Ethiopia",7,"Reported","10.1016/j.fcr.2015.09.010","barley","broad bean","less than 1 year","Warm Temperate and Moist","Vertisols"
55.6666666666667,12.3,0.09,"8","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6666666666667,12.3,0.04,"8","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","barley","pea","less than 1 year","Cool Temperate and Moist","Fluvisols"
17.5,78.5,0.26,"4","India",7,"Reported","10.1016/j.fcr.2015.09.010","millet","peanut","less than 1 year","Extremely Hot and Xeric","Luvisols"
37.9666666666667,139.533333333333,0.4,"3","Japan",7,"Reported","10.1016/j.fcr.2015.09.010","maize","peanut","less than 1 year","Warm Temperate and Moist","Podzols"
50,-98,0.11,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.01,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.17,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,-0.01,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.26,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.31,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.26,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
50,-98,0.13,"5","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","pea","mustard","less than 1 year","Cool Temperate and Dry","Chernozems"
38.6166666666667,102.666666666667,0.38,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.17,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.36,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.29,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.04,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Xeric","Calcisols"
38.6166666666667,102.666666666667,0.32,"3","China",7,"Reported","10.1016/j.fcr.2015.09.010","broad bean","maize","less than 1 year","Cool Temperate and Xeric","Calcisols"
24.1666666666667,86.3,0.1,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","pea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.18,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","lentil","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.02,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard",NA,"less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.17,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","pea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.17,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","lentil","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard",NA,"less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.15,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","pea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.25,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","lentil","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.08,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard",NA,"less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.16,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","pea","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,0.18,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard","lentil","less than 1 year","Extremely Hot and Moist","Luvisols"
24.1666666666667,86.3,-0.01,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","mustard",NA,"less than 1 year","Extremely Hot and Moist","Luvisols"
7.3,3.53333333333333,0.63,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.53,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.65,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.28,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.61,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.42,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.62,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.68,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.28,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
7.3,3.53333333333333,0.72,"3","Nigeria",7,"Reported","10.1016/j.fcr.2015.09.010","maize","cassava","less than 1 year","Extremely Hot and Xeric","Lixisols"
37.1166666666667,116.366666666667,0.25,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.23,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.3,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.2,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.41,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.41,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.38,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.29,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.45,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.52,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.48,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
37.1166666666667,116.366666666667,0.32,"4","China",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","cotton","less than 1 year","Warm Temperate and Moist","Fluvisols"
51.1833333333333,0.95,0.03,"3","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.15,"3","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.08,"3","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.19,"3","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.03,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,-0.04,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,-0.05,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.03,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.25,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.12,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.27,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.16,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.08,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.2,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.17,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.28,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
51.1833333333333,0.95,0.23,"4","United Kingdom",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Cambisols"
55.6666666666667,12.3,0.38,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6666666666667,12.3,-0.04,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Fluvisols"
55.6666666666667,12.3,-0.12,"3","Denmark",7,"Reported","10.1016/j.fcr.2015.09.010","wheat","broad bean","less than 1 year","Cool Temperate and Moist","Fluvisols"
18,78,0.37,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","sorghum","pigeon pea","less than 1 year","Extremely Hot and Xeric","Vertisols"
18,78,0.88,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","sorghum","pigeon pea","less than 1 year","Extremely Hot and Xeric","Vertisols"
18,78,0.55,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","sorghum","pigeon pea","less than 1 year","Extremely Hot and Xeric","Vertisols"
18,78,0.45,"3","India",7,"Reported","10.1016/j.fcr.2015.09.010","sorghum","pigeon pea","less than 1 year","Extremely Hot and Xeric","Vertisols"
45.5,-72.4333333333333,0.03,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Podzols"
45.5,-72.4333333333333,-0.07,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","lupin","less than 1 year","Cold and Mesic","Podzols"
45.8333333333333,-72.5833333333333,0.08,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Cambisols"
45.8333333333333,-72.5833333333333,0.08,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","lupin","less than 1 year","Cold and Mesic","Cambisols"
45.5,-72.4333333333333,0.19,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Podzols"
45.5,-72.4333333333333,-0.56,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","lupin","less than 1 year","Cold and Mesic","Podzols"
45.8333333333333,-72.5833333333333,-0.01,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Cambisols"
45.8333333333333,-72.5833333333333,-0.19,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","lupin","less than 1 year","Cold and Mesic","Cambisols"
45.5,-72.4333333333333,-0.43,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Podzols"
45.5,-72.4333333333333,-0.42,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Podzols"
45.5,-72.4333333333333,-0.14,"3","Canada",7,"Reported","10.1016/j.fcr.2015.09.010","maize","soybean","less than 1 year","Cold and Mesic","Podzols"
